block,treat,time,pH,ave_BD ,ave_soil_dept,ave_soil_moist,ave_soil_temp,soil_gm2,soil_d15N,soil_precN,soil_precC,soil_15N_at_prec,soil_mass_sol_rec,soil_prec_sol_rec,soil_N_gm2,soil_C_gm2,FR_gm2,FR_d15N,FR_precN,FR_precC,FR_15N_at_prec,FR_mass_sol_rec,FR_prec_sol_rec,FR_N_gm2,FR_C_gm2,CR_gm2,CR_d15N,CR_precN,CR_precC,CR_15N_at_prec,CR_mass_sol_rec,CR_prec_sol_rec,CR_N_gm2,CR_C_gm2,lichen_gm2,lichen_d15N,lichen_precN,lichen_precC,lichen_15N_at_prec,lichen_mass_sol_rec,lichen_prec_sol_rec,lichen_N_gm2,lichen_C_gm2,crow_gm2,crow_d15N,crow_precN,crow_precC,crow_15N_at_prec,crow_mass_sol_rec,crow_prec_sol_rec,crow_N_gm2,crow_C_gm2,Kleaf_gm2,Kleaf_d15N,Kleaf_precN,Kleaf_precC,Kleaf_15N_at_prec,Kleaf_mass_sol_rec,Kleaf_prec_sol_rec,Kleaf_N_gm2,Kleaf_C_gm2,Kstem_gm2,Kstem_d15N,Kstem_precN,Kstem_precC,Kstem_15N_at_prec,Kstem_mass_sol_rec,Kstem_prec_sol_rec,Kstem_N_gm2,Kstem_C_gm2,lingon_gm2,lingon_d15N,lingon_precN,lingon_precC,lingon_15N_at_prec,lingon_mass_sol_rec,lingon_prec_sol_rec,lingon_N_gm2,lingon_C_gm2,moss_gm2,moss_d15N,moss_precN,moss_precC,moss_15N_at_prec,moss_mass_sol_rec,moss_prec_sol_rec,moss_N_gm2,moss_C_gm2,Oleaf_gm2,Oleaf_d15N,Oleaf_precN,Oleaf_precC,Oleaf_15N_at_prec,Oleaf_mass_sol_rec,Oleaf_prec_sol_rec,Oleaf_N_gm2,Oleaf_C_gm2,Ostem_gm2,Ostem_d15N,Ostem_precN,Ostem_precC,Ostem_15N_at_prec,Ostem_mass_sol_rec,Ostem_prec_sol_rec,Ostem_N_gm2,Ostem_C_gm2,tot_abvg_biomass_gm2,tot_forage_biomass_gm2,N_stock_forage_gm2,C_stock_forage_gm2,total_eco_N_rec,prec_eco_N_rec,forage_N_rec,forage_prec_N_rec
12,C,Year2,4.707,0.1532312,5.6055,15.85,7.15,1912.2628,141.0938852,1.2362796,34.2966341,0.4464701,0.0194048,77.6192395,236.4091394,6558.417681,268.1527422,461.1706133,0.4588889,51.3317844,0.5345747,0.0005302,2.1209333,1.2305231,137.6475876,1212.289568,205.3759699,0.3260654,57.0790207,0.4414044,0.0007603,3.0410321,3.9528563,691.9630133,45.1733333,967.1711403,0.2213845,41.6879627,0.718367,0.0000902,0.3606565,0.1000068,18.8318424,155.7866667,207.9171116,0.6276,51.8575246,0.4423308,0.0001903,0.7613753,0.9777106,80.787109,16.9066667,322.1826825,1.1470603,50.6615523,0.4839716,0.0000584,0.2337242,0.1939297,8.5651798,39.52,139.4532352,0.4294318,60.964295,0.4173645,0.0000222,0.0887665,0.1697114,24.0930894,12.7466667,166.3738671,0.7673665,58.5945059,0.427183,0.000061,0.243973,0.0978136,7.4688464,99.6266667,1382.341694,0.8,44.6,0.8686611,0.0010258,4.1030899,0.7970133,44.4334933,6.56,532.8835224,2.0810952,49.52823,0.5606641,0.0000679,0.2717765,0.1365198,3.2490519,87.4666667,249.0695902,0.6031365,50.9949585,0.5606641,0.0002626,1.0502057,0.5275434,44.6035903,463.7866667,330.24,2.166474,160.0864708,0.0224737,89.8947726,0.0014257,5.7028189
12,T,Year2,4.677,0.0984969,7.264375,25.35,8.25,916.2944,732.1201934,1.6778438,45.5153935,0.6405768,1.3954585,15.9080414,153.7398882,4170.550121,776.9028803,4522.535229,0.9457496,51.1746715,1.9908586,0.6446346,7.3487493,7.3475558,397.5774967,1212.456362,1752.63125,0.5072716,54.2080317,1.0023246,0.211827,2.4147999,6.1504464,657.2487295,49.8666667,4934.87742,0.439205,42.1173937,2.1363312,0.0209487,0.2388126,0.2190169,21.0025403,7.1466667,278.5523919,0.5293,50.8778823,0.4680759,0.0002076,0.0023671,0.037827,3.6360727,93.4933333,3630.665576,1.3243482,47.4154612,1.6747266,0.0873673,0.9959759,1.2381773,44.3302951,169.2266667,2002.263097,0.5009488,56.5975453,1.092231,0.03323,0.378817,0.8477389,95.7781394,13.92,2904.51593,0.7018699,42.4597955,1.4158255,0.0221235,0.2522045,0.0977003,5.9104035,69.12,5560.748239,1.2,45,2.3563125,0.0899928,1.0259057,0.82944,31.104,11.1466667,5749.75807,2.479722,46.8754081,2.4225514,0.0306645,0.3495716,0.2764063,5.2250455,88.1066667,3288.318977,0.6492819,57.913339,2.4225514,0.0634644,0.7234861,0.5720607,51.0255125,502.0266667,233.5466667,2.4221614,105.9833116,2.599919,29.6387311,0.2206399,2.5152658
13,C,Year2,4.707,0.2046838,6.2465,13.75,7.85,2722.3341,126.6196005,1.0597085,33.3112891,0.4410632,0.0151234,60.4934594,288.4880561,9068.445709,602.073213,313.5462326,0.7454078,52.0587434,0.4808255,0.0013162,5.2647362,4.4879007,313.4317491,1029.656087,74.4987011,0.5248769,53.7728639,0.3936663,0.0003787,1.5148624,5.4044267,553.6755661,79.68,1011.980251,0.2317698,33.5886487,0.7346101,0.0001742,0.6967462,0.1846742,26.7634353,118.56,128.6361678,0.6298,52.8216284,0.4134187,0.0000901,0.3603368,0.7466639,62.6253227,15.7333333,472.0135254,1.5255619,50.6579576,0.5385203,0.0001058,0.4233836,0.2400217,7.9701853,49.76,348.3210324,0.4133822,56.7238953,0.493492,0.000067,0.2679862,0.205699,28.2258103,2.5066667,241.3646705,0.5528773,49.1963198,0.4545234,0.0000125,0.050091,0.0138588,1.2331878,25.6533333,1011.056461,0.8,45.1,0.7342753,0.0001935,0.7739857,0.2052267,11.5696533,24.6933333,152.4866627,1.1449024,50.4849405,0.4221183,0.0000404,0.161631,0.2827146,12.4664146,201.5466667,95.3420076,0.609199,53.1519858,0.4221183,0.0001755,0.7019582,1.2278202,107.1260556,518.1333333,242.1333333,1.3904453,110.1617844,0.0176773,70.7091769,0.0005761,2.3045434
13,T,Year2,4.737,0.0954612,5.69875,32.8,7.8,847.2685,1037.168929,0.8833477,32.1720569,0.7477205,1.0961296,12.495732,74.843267,2725.836881,688.291597,3343.287203,0.7840996,54.0427305,1.5724276,0.3518101,4.0105888,5.3968917,371.971573,762.2248535,2381.018167,0.5811175,57.1952081,1.2283305,0.2069497,2.3591995,4.4294219,435.9560914,197.28,5159.344798,0.4772982,42.6067336,2.215341,0.0941458,1.0732494,0.9416139,84.054564,38.2933333,1480.953647,0.5859,52.831922,0.9042923,0.0065089,0.0742006,0.224345,20.231104,42.72,3459.784027,1.4763055,53.1576231,1.613923,0.0424345,0.4837473,0.6306777,22.7089366,107.04,2209.761734,0.3026132,53.3375953,1.1668387,0.014002,0.1596215,0.3239172,57.092562,13.8133333,3306.500992,0.877115,54.0272711,1.5593173,0.0311742,0.3553812,0.1211588,7.462967,36.0533333,4571.342585,1.2,44.6,2.0081002,0.0385378,0.4393259,0.43264,16.0797867,16.3733333,5085.722293,2.7020324,49.7161901,2.1894408,0.0435171,0.4960892,0.4424128,8.1401975,129.6533333,2424.429456,0.8450966,54.6474279,2.1894408,0.1077761,1.2286329,1.0956959,70.8522119,581.2266667,328.16,2.3504355,150.5373583,2.0329858,23.1757683,0.2128011,2.4259045
14,C,Year2,4.547,0.1243728,6.7445,31.45,7.4,1593.043,121.3939601,1.0200089,36.0811286,0.4352575,0.0136584,54.6334442,162.4918039,5747.878822,363.2519897,261.8229506,0.5970868,52.2139348,0.4619796,0.0005315,2.1260118,2.1689296,189.6681571,1698.068651,179.1742959,0.3671772,56.6387066,0.4318508,0.0010465,4.1861922,6.2349201,961.7641214,14.1333333,1212.836614,0.2440166,41.564393,0.8073543,0.000039,0.1558178,0.0344877,5.8744342,4.96,7.8162602,0.633,53.2304471,0.3693259,0.0000002,0.000973,0.0313966,2.6402302,27.4666667,360.3078165,1.2099068,50.8436081,0.4978574,0.0001119,0.4477802,0.3323211,13.9650444,58.3466667,245.437172,0.3363246,56.3939492,0.4560077,0.0000451,0.1803206,0.1962342,32.9039896,4.8,233.2869039,0.7086836,50.5587813,0.4515791,0.0000297,0.1188466,0.0340168,2.4268215,13.12,1324.229252,0.7,45.5,0.8476514,0.0001133,0.4530295,0.09184,5.9696,0.48,15.8163002,1.9584361,51.8678947,0.3722467,0.0000001,0.0005726,0.0094005,0.2489659,27.7866667,85.1623302,0.6855462,53.4941526,0.3722467,0.0000029,0.0116024,0.1904904,14.8642419,151.0933333,64.48,0.5240621,30.8761302,0.0155786,62.3145909,0.0002941,1.1764472
14,T,Year2,4.757,0.053298,4.9231429,17.7,7.15,723.0001,708.462773,1.4389449,46.9376109,0.6430643,1.7392985,19.8277716,104.0357251,3393.589602,646.8228979,1940.203101,0.7248249,50.3020215,1.069895,0.1780021,2.0292005,4.6883333,325.3649931,1450.932856,1755.272314,0.4709115,56.0045448,1.0032766,0.2352606,2.6819392,6.8326103,812.5883412,84.8533333,5634.36192,0.5040798,42.3117133,2.3821213,0.0465723,0.530918,0.4277285,35.9028991,91.9466667,1304.093498,0.6098,53.1730004,0.8403696,0.0143459,0.163541,0.5606921,48.8908014,47.9466667,2312.047217,1.224708,52.7646108,1.2035748,0.0265192,0.3023155,0.5872067,25.298872,113.76,1637.56312,0.4185114,54.8697204,0.960827,0.0152849,0.1742462,0.4760986,62.4197939,3.04,3303.949636,0.6758323,43.9030843,1.5584079,0.0052834,0.0602305,0.0205453,1.3346538,15.6266667,6360.690825,1.6,46.2,2.6360409,0.0313675,0.3575859,0.2500267,7.21952,0.2666667,5401.861023,3.1075313,46.9503078,2.3005605,0.0008648,0.0098585,0.0082868,0.1252008,30.6666667,1714.253883,0.7933487,55.7638143,2.3005605,0.0253897,0.2894393,0.2432936,17.1009031,388.1066667,243.4133333,1.8461992,118.6467463,2.3181889,26.4270461,0.1240884,1.4145908
15,C,Year2,4.567,0.1201705,5.25825,17.95,8.5,1464.0488,61.8129749,1.4645826,41.1651447,0.4075713,0.0115852,46.3408917,214.4220435,6026.777974,527.9180021,174.1300072,0.846464,51.7899097,0.4300114,0.000729,2.9161938,4.4686357,273.4082568,981.9987313,59.470322,0.401112,56.3140937,0.3881817,0.0002207,0.8828857,3.9389152,553.0036858,19.4133333,812.8466286,0.3000509,42.3641674,0.6623845,0.0000442,0.1766726,0.0582499,8.224297,218.3466667,101.1369868,0.654,52.592112,0.4033864,0.0001356,0.5423959,1.4279039,114.8331234,24,128.5343965,1.2613645,52.9000377,0.4133816,0.0000365,0.1459818,0.3027275,12.696009,57.5466667,86.9852645,0.4142776,55.1909119,0.3982228,0.0000195,0.0779574,0.238403,31.7605301,10.1333333,410.9190991,0.6265898,50.0312487,0.5162849,0.0000975,0.3901501,0.0634944,5.0698332,64.2666667,1590.955972,0.7,44.8,0.944009,0.000666,2.6640605,0.4498667,28.7914667,1.28,763.5875311,2.7625177,45.5028445,0.644502,0.0000252,0.1007571,0.0353602,0.5824364,66.88,68.3715111,0.6531127,52.518248,0.644502,0.0003112,1.2446431,0.4368017,35.1242042,461.8666667,336.16,2.3022423,169.6147293,0.0138706,55.4825898,0.0009798,3.919261
15,T,Year2,4.767,0.0834315,11.7808571,24.55,7.85,1481.2367,598.4187635,1.7241477,48.7831099,0.5916031,2.638555,30.0791766,255.3870817,7225.933314,641.5683869,1498.548072,0.7539517,54.9049574,0.910647,0.1421534,1.6205303,4.8371159,352.2528495,1177.64472,2174.215648,0.6126053,52.5636354,1.1540658,0.3067869,3.4973304,7.2143137,619.012877,15.1466667,3433.421456,0.4635327,41.6172666,1.6045359,0.0046972,0.0535472,0.0702098,6.3036287,65.28,101.9755847,0.6772,52.988953,0.4036924,0.0008916,0.0101636,0.4420634,34.5911885,45.8133333,846.5604247,1.3040009,52.5302863,0.6746198,0.0099356,0.113264,0.5974063,24.0658752,173.4933333,866.9653993,0.4337744,56.367966,0.6820237,0.0128205,0.1461525,0.7525696,97.7946631,5.2266667,2461.994888,0.8825995,50.3404069,1.2573796,0.0088668,0.1010803,0.0461305,2.6311253,16.7466667,4440.160678,1.5,44.8,1.9617454,0.0219318,0.2500196,0.2512,7.5025067,0.3733333,2242.880873,1.4358313,54.5548904,1.1787365,0.000235,0.0026786,0.0053604,0.2036716,47.5733333,711.3897955,0.5734225,54.1344472,1.1787365,0.0119575,0.1363137,0.2727962,25.753561,369.6533333,148.2133333,1.4070099,75.0943243,3.1588313,36.0102569,0.0463229,0.5280748
16,C,Year2,4.507,0.098896,7.7828571,31.85,7.75,1332.0432,125.6349334,1.0621212,45.3433543,0.4290009,0.012539,50.1560317,141.4791356,6039.930752,325.1382835,263.1475531,0.4173157,51.7491842,0.4624623,0.0003341,1.3364044,1.356853,168.2564092,1176.626128,250.6941395,0.2801671,54.0162833,0.4579237,0.0007735,3.0938573,3.2965196,635.569703,242.88,1130.846633,0.2042096,41.2510113,0.7776729,0.0005225,2.090073,0.4959842,100.1904561,118.7733333,87.7565315,0.5528,52.1739951,0.3985042,0.0000541,0.2165649,0.6565647,61.9687931,38.88,266.0633219,0.8986299,51.2359723,0.4635249,0.000087,0.3479169,0.3493873,19.920546,64.16,118.5781303,0.4018483,55.1906851,0.4097496,0.0000287,0.1147599,0.2578259,35.4103435,16.5333333,256.0712863,0.5388889,48.894199,0.4598834,0.0000854,0.3415952,0.0890963,8.0838409,2.3466667,1289.559963,0.8,43.5,0.8351131,0.0000226,0.0902306,0.0187733,1.0208,4.3733333,223.7321341,2.5077821,45.0557236,0.4480962,0.000023,0.0918831,0.1096737,1.970437,28.3733333,109.7629268,0.4863663,53.9982222,0.4480962,0.0000289,0.1156132,0.1379983,15.3210956,516.32,419.4133333,1.6098058,191.1844362,0.0144987,57.9949302,0.0007716,3.0863806
16,T,Year2,4.737,0.0944834,15.668,28.35,8.05,1873.1481,1267.838567,1.2289855,41.7618245,0.8117638,3.5678997,40.6735826,230.2071951,7822.608359,306.5871462,4374.000044,NA,53.4882512,1.93835,NA,NA,NA,163.9881028,1947.967377,3059.489871,0.526168,53.9992875,1.4711943,0.6117958,6.9743912,10.2495805,1051.888505,98.08,5263.428441,0.3896706,41.257225,2.2519339,0.0391787,0.4466323,0.3821889,40.4650863,109.76,5460.522683,1.0081,51.5980764,2.3211517,0.1166595,1.3299032,1.106442,56.6340487,25.4933333,4007.321653,1.1056509,43.9189985,1.8084845,0.0219251,0.2499436,0.2818673,11.1964167,45.6533333,3389.213783,0.5924905,53.2623641,1.5887905,0.0178616,0.2036201,0.2704916,24.3160446,9.28,6092.846843,0.953235,50.9291475,2.5425584,0.0415299,0.4734354,0.0884602,4.7262249,18.72,6655.733377,1.2,44.5,2.7388089,0.0294424,0.3356399,0.22464,8.3304,5.8666667,7673.360385,3.5956134,45.6831923,3.0916059,0.0310164,0.3535831,0.2109427,2.6800806,22.72,4076.545605,0.7320189,53.7013432,3.0916059,0.0244545,0.2787775,0.1663147,12.2009452,335.5733333,261.3333333,2.0835985,121.3521765,4.5017637,51.3195089,0.2487357,2.8355543
17,C,Year2,4.727,0.0905757,12.2457143,35.1,9.7,1568.6552,667.5653148,1.0634153,39.414003,0.429228,0.0131279,52.5117512,166.8132049,6182.698233,486.7206627,329.3177561,0.469416,52.7542427,0.4865706,0.0007036,2.8145799,2.2847446,256.7657995,935.3599667,124.3695502,0.3994432,54.5526496,0.4118623,0.000436,1.7438466,3.7362318,510.2636455,239.8933333,1010.427455,0.2313636,42.4316375,0.7340473,0.0005227,2.090764,0.5550259,101.7906696,167.52,273.2831024,0.4354,55.987458,0.4661558,0.0001865,0.7460297,0.7294408,93.7901896,37.2266667,539.4174772,1.1281662,48.7630382,0.5630404,0.0002116,0.846287,0.4199787,18.1528537,76.16,230.5510278,0.452075,55.1215362,0.4505818,0.0000743,0.2972456,0.3443003,41.980562,13.6533333,254.7705939,0.3899119,51.6482913,0.4594094,0.0000508,0.2030713,0.053236,7.0517134,10.5066667,1757.386474,0.9,45.3,1.0040387,0.0001544,0.617789,0.09456,4.75952,18.08,422.0784051,1.4006237,52.0072052,0.5203471,0.0000999,0.3995524,0.2532328,9.4029027,61.1733333,150.3154342,0.603825,52.9508025,0.5203471,0.0001457,0.5828101,0.3693799,32.3917709,624.2133333,468.8,1.8522413,225.5449463,0.0157134,62.8537268,0.001126,4.5039409
17,T,Year2,4.557,0.1193465,5.165,45.3,7.6,1198.1004,106.8465628,1.542953,48.884979,0.6348153,2.2328907,25.4546571,184.8612658,5856.911439,482.8476194,2703.14191,0.614406,54.6572263,1.3437861,0.1566362,1.7856315,2.9666446,263.9111162,810.3151111,1755.724175,0.4927679,53.7445145,1.0034395,0.1376134,1.5687745,3.9929728,435.4999222,129.0133333,2644.799539,0.3583961,42.2234609,1.322895,0.0239366,0.2728742,0.4623787,54.4738944,344.32,1810.922233,0.5887,53.3155721,1.023333,0.0718341,0.8188997,2.0268637,183.576178,28.64,5653.508027,1.6507421,54.2533723,2.3888316,0.0515595,0.5877717,0.4727725,15.5381658,37.4933333,2882.486479,0.487087,55.5428595,1.4079499,0.010271,0.117088,0.1826252,20.8248694,4.0533333,2727.133199,0.6111836,51.3405571,1.3523742,0.0052678,0.0600521,0.0247733,2.0810039,33.9733333,3439.348052,0.7993538,44.1503167,1.6066464,0.0182771,0.208357,0.2715671,14.9993343,45.3333333,3995.966566,1.1949611,52.7686446,1.8044574,0.042033,0.4791701,0.5417157,23.9217856,97.12,1827.699463,0.7130969,55.4459285,1.8044574,0.0537373,0.6125979,0.6925597,53.8490857,719.9466667,540,3.2583554,270.6685764,2.8040567,31.9658739,0.1708752,1.9479547
18,C,Year2,4.647,0.0504249,7.182,21.1,7.55,611.701,80.1996881,0.8487736,35.4235547,0.410767,0.007349,29.3961585,51.9195635,2166.862381,380.4956665,378.4375248,0.5132211,52.3423158,0.5044592,0.0006909,2.7635434,1.952784,199.1602435,996.6664508,130.5734265,0.2842076,54.4382854,0.4141254,0.0003469,1.387667,2.8326016,542.5681271,112.5866667,447.4587744,0.2969317,42.0891198,0.5295848,0.0001398,0.5592983,0.3343056,47.3867371,253.2266667,233.658376,0.606,53.5055157,0.4517145,0.0003356,1.3425542,1.5346369,135.4902339,7.8933333,782.4110041,1.1769013,52.1842406,0.6513362,0.0000678,0.2712045,0.0928967,4.1190761,42.56,497.9288535,0.3892679,54.9004639,0.5479492,0.0000771,0.308251,0.1656724,23.3656374,14.5066667,372.7440209,0.5791937,50.044237,0.502386,0.0001171,0.4684429,0.0840217,7.2597506,21.0666667,1890.324204,0.477391,42.5936159,1.0519357,0.0001766,0.7065789,0.1005704,8.9730551,2.4,255.6399827,1.9317559,52.1402879,0.4597263,0.0000111,0.0443642,0.0463621,1.2513669,129.5466667,177.9306443,1.0040637,53.1660636,0.4313973,0.0002168,0.8672635,1.300731,68.8748632,583.7866667,409.28,2.1464312,203.2288527,0.0095288,38.1153264,0.000837,3.3480789
18,T,Year2,5.007,0.1178071,5.671,29.3,8.05,1616.4787,1066.587101,1.141357,39.8589378,0.7533354,2.1184459,24.1500021,184.4979258,6443.112429,522.0467645,3967.52059,0.5949186,53.8911302,1.7943676,0.239453,2.7297325,3.1057532,281.3369014,1366.733525,3044.226932,0.3518079,53.2093866,1.4657439,0.2858794,3.2589875,4.8082765,727.2305251,56.64,4419.78736,0.6464899,42.4321748,1.9545423,0.0314574,0.3586105,0.3661719,24.0335838,316,2147.932223,0.7523,54.0493971,1.1446192,0.0998107,1.1378282,2.3772608,170.7960947,54.6666667,2533.030303,1.0971852,49.3798211,1.2828483,0.029649,0.3379942,0.5997946,26.9943022,121.0666667,1476.049161,0.512619,54.310058,0.9025208,0.0179773,0.2049383,0.6206107,65.7513769,4.8,2865.485451,0.6189472,51.8558334,1.401871,0.0066359,0.075648,0.0297095,2.48908,0.32,6659.248067,1.3746683,44.7774264,2.7400318,0.0005694,0.0064906,0.0043989,0.1432878,0.2666667,3566.900375,3.3931135,49.1183843,1.6520463,0.0006277,0.0071554,0.0090483,0.1309824,42.9866667,3051.230255,1.384426,53.9990322,1.4682449,0.0353814,0.4033437,0.5951186,23.212384,596.7466667,432.4266667,3.3773357,224.4563485,2.865887,32.6707311,0.1681223,1.9165715
19,C,Year2,4.497,0.1168123,8.201,29.75,7.3,1646.2528,162.1453653,1.3500501,47.2332234,0.4452106,0.0207781,83.1122474,222.2523796,7775.782739,508.1087425,513.1334856,0.5146566,53.4537762,0.5534803,0.0012534,5.013523,2.6150153,271.6033099,1412.022655,146.2137886,0.1899554,54.1967222,0.4198303,0.0003677,1.470644,2.6822127,765.2699954,310.4533333,1016.308315,0.3096583,42.5715776,0.7361787,0.0009106,3.6422067,0.9613446,132.1648816,86.4533333,292.4469551,0.6388,51.1302533,0.4731386,0.0001511,0.6043152,0.5522563,44.2038083,60.3733333,246.789316,0.8412728,50.2009723,0.4565006,0.0001173,0.4692268,0.5079044,30.3080003,147.8933333,171.2328871,0.307849,48.3158782,0.4289549,0.0000731,0.292212,0.4552881,71.4559627,0.4266667,350.0295266,0.601507,51.3851108,0.4941142,0.0000034,0.0134385,0.0025664,0.2192431,6.88,739.1113461,0.9185982,45.5093746,0.635614,0.0000436,0.1743945,0.0631996,3.131045,1.3333333,132.3510112,2.2538481,50.5630377,0.4147738,0.0000037,0.0149201,0.0300513,0.6741738,26.08,368.2440913,0.6078908,56.5069537,0.4147738,0.0000197,0.0787119,0.1585379,14.7370135,639.8933333,464.5866667,2.0872714,210.0269784,0.0237215,94.8858402,0.0012259,4.9035818
19,T,Year2,4.977,0.1034513,6.8462857,24.55,7.15,1503.2966,953.6310365,0.8790577,31.4112223,0.7171623,1.3634667,15.5433389,132.1484478,4722.038297,570.9161833,2960.148825,0.8088533,51.2248574,1.4357091,0.2666112,3.0393323,4.6178746,292.451001,1979.925689,2584.628042,0.3513559,51.8654927,1.3013397,0.3512706,4.0044387,6.9565852,1026.898213,250.88,5214.082517,0.5522118,43.0753005,2.2345886,0.1399974,1.5959521,1.3853889,108.0673139,50.3466667,4348.103384,0.9074,53.5866082,1.9291895,0.038512,0.4390314,0.4568439,26.979071,40.4266667,2581.131188,1.2490104,52.7996594,1.3000868,0.025424,0.2898301,0.5049333,21.3451423,150.7733333,2902.619331,0.482389,54.1755256,1.4151475,0.0412951,0.4707583,0.7273139,81.6822458,4.7466667,3832.075301,0.6957273,52.8943018,1.7462964,0.0098323,0.1120866,0.0330239,2.5107162,29.76,7088.972928,1.4623056,45.0539251,2.8893205,0.059422,0.6774032,0.4351821,13.4080481,2.6133333,7746.532255,2.3617172,42.8954994,3.116875,0.0091592,0.1044138,0.0617195,1.1210024,31.3066667,2437.913029,0.7001233,54.94252,3.116875,0.0325272,0.370806,0.2191853,17.2006716,560.8533333,376.16,2.8153721,172.3102915,2.3375177,26.6473915,0.2731877,3.1143036
20,C,Year2,4.617,0.191051,10.8331429,33.2,8.3,2432.8046,93.486331,1.0518828,35.0425831,0.4222256,0.0117009,46.8034877,255.9025246,8525.175777,349.7086728,421.3771673,0.3567378,53.15715,0.5200919,0.0004913,1.965206,1.2475429,185.8951638,1319.19076,539.7063638,0.2782724,52.3525273,0.5631455,0.0018506,7.402556,3.6709438,690.6297034,149.6,1008.675323,0.2964152,42.3253456,0.7334123,0.0004169,1.667472,0.4434372,63.318717,89.4933333,374.9705009,0.5021,52.2817593,0.5031968,0.0001575,0.6300002,0.4493148,46.7886891,53.1733333,694.1871587,0.8748264,52.3044813,0.6192967,0.0003013,1.2053866,0.4651743,27.8120362,155.2,187.1092966,0.4940831,53.3970852,0.4347443,0.0001344,0.5375849,0.766817,82.8722763,2.0266667,400.2337402,0.5589922,51.3094567,0.512395,0.000017,0.067807,0.0113289,1.0398717,7.4133333,409.9387222,0.8379032,47.0348973,0.515928,0.0000238,0.0952012,0.0621166,3.4868537,2.56,282.6004385,1.8977497,50.0863095,0.4695509,0.0000128,0.0513775,0.0485824,1.2822095,20.5866667,151.349107,0.8152545,54.230529,0.4695509,0.0000444,0.1774898,0.1678337,11.1642582,480.0533333,301.7066667,1.4313718,142.4461676,0.0151509,60.6035688,0.0009165,3.6658669
20,T,Year2,4.997,0.0436018,9.4654286,30.4,7.95,890.2078,1229.070956,1.6612704,48.7263495,0.8473887,4.2837562,48.834252,147.8875874,4337.657608,589.3193061,4654.162398,0.6889018,51.8702151,2.0373431,0.3664474,4.1774518,4.0598314,305.6811915,1448.577362,1687.817758,0.382595,54.6068395,0.9789549,0.1839362,2.0968482,5.542184,791.0223153,205.1733333,5747.53045,0.4747489,42.8411445,2.4217713,0.1085366,1.2373033,0.9740582,87.8986042,227.2,4912.235311,0.8357,51.9698586,2.1283544,0.1805646,2.0584125,1.8986905,118.0755187,31.4666667,2332.825766,0.9566692,50.7604828,1.2110341,0.0137165,0.1563659,0.3010319,15.9726319,55.9466667,909.4342124,0.5093226,53.1596149,0.6974298,0.0050948,0.0580805,0.284949,29.7410326,6.24,6150.679706,0.6997647,52.3226515,2.5627583,0.0206891,0.2358529,0.0436653,3.2649335,0.2666667,5591.442624,1.3074197,46.2505689,2.3670755,0.000377,0.0042979,0.0034865,0.1233349,7.2,7072.078096,2.4364633,48.3936697,2.8834598,0.023824,0.2715908,0.1754254,3.4843442,82.6133333,1226.942763,0.6899338,53.3940925,2.8834598,0.077407,0.8824299,0.5699773,44.1106396,616.1066667,470.3466667,3.2209324,225.3350232,5.2643495,60.0128856,0.3238838,3.6922324
